Date,BAJAJ-AUTO.NS,HEROMOTOCO.NS,zscore,s1Buy,s1Sell,s1Profit,s1Performance,s2buy,s2Sell,s2Profit,s2Performance
2020-09-24,2568.175537109375,2669.814208984375,0.48856875374484054,,,,125.8370361328125,,,,-78.29345703125
2020-09-25,2590.555908203125,2746.38720703125,-0.9766020539257805,,,,125.8370361328125,,,,-78.29345703125
2020-09-28,2598.39599609375,2825.887451171875,-2.6892566734397985,2598.39599609375,,,125.8370361328125,,2825.887451171875,,-78.29345703125
2020-09-29,2538.086181640625,2904.61083984375,-5.904748667101048,,,,125.8370361328125,,,,-78.29345703125
2020-09-30,2523.720703125,2879.315185546875,-5.138851294570732,,,,125.8370361328125,,,,-78.29345703125
2020-10-01,2615.08251953125,2883.11181640625,-2.3298834696487,,,,125.8370361328125,,,,-78.29345703125
2020-10-05,2586.0888671875,2862.756103515625,-2.38775292588129,,,,125.8370361328125,,,,-78.29345703125
2020-10-06,2603.56396484375,2869.297607421875,-1.8543345985244928,,,,125.8370361328125,,,,-78.29345703125
2020-10-07,2695.670654296875,2958.31201171875,-1.3867716876932434,,,,125.8370361328125,,,,-78.29345703125
2020-10-08,2693.174560546875,2999.938232421875,-2.278808078505899,,,,125.8370361328125,,,,-78.29345703125
2020-10-09,2680.25390625,3044.080078125,-3.373722660569775,,,,125.8370361328125,,,,-78.29345703125
2020-10-12,2647.799560546875,3005.015380859375,-3.0037084432990526,,,,125.8370361328125,,,,-78.29345703125
2020-10-13,2658.048583984375,3008.08056640625,-2.5273127112293827,,,,125.8370361328125,,,,-78.29345703125
2020-10-14,2675.3046875,3028.893798828125,-2.315380974320968,,,,125.8370361328125,,,,-78.29345703125
2020-10-15,2651.873046875,3032.09521484375,-2.7531893894364305,,,,125.8370361328125,,,,-78.29345703125
2020-10-16,2667.070556640625,3061.508056640625,-2.752564321404865,,,,125.8370361328125,,,,-78.29345703125
2020-10-19,2610.3525390625,2972.0810546875,-1.949048615541455,,,,125.8370361328125,,,,-78.29345703125
2020-10-20,2631.55078125,2961.92626953125,-0.991030971136775,,,,125.8370361328125,,,,-78.29345703125
2020-10-21,2643.63916015625,2907.721435546875,0.677614325222086,,2643.63916015625,45.2431640625,171.0802001953125,2907.721435546875,,-81.833984375,-160.12744140625
2020-10-22,2633.302734375,2819.11767578125,2.5058185984340127,,2633.302734375,,171.0802001953125,2819.11767578125,,,-160.12744140625
2020-10-23,2699.919189453125,2846.15185546875,3.3717606402346845,,,,171.0802001953125,,,,-160.12744140625
2020-10-26,2536.02734375,2651.196533203125,3.65423307019276,,,,171.0802001953125,,,,-160.12744140625
2020-10-27,2581.752685546875,2664.004638671875,4.261379025990745,,,,171.0802001953125,,,,-160.12744140625
2020-10-28,2578.862060546875,2695.33837890625,2.918469249132825,,,,171.0802001953125,,,,-160.12744140625
2020-10-29,2562.481689453125,2647.582763671875,3.4820766289941485,,,,171.0802001953125,,,,-160.12744140625
2020-10-30,2528.801025390625,2561.404052734375,4.626030966392747,,,,171.0802001953125,,,,-160.12744140625
2020-11-02,2490.95947265625,2594.20166015625,2.12918264042021,,,,171.0802001953125,,,,-160.12744140625
2020-11-03,2553.2841796875,2687.28759765625,1.1616044727019577,,,,171.0802001953125,,,,-160.12744140625
2020-11-04,2563.138671875,2715.281982421875,0.5825455207734862,,,,171.0802001953125,,,,-160.12744140625
2020-11-05,2583.4609375,2693.645751953125,1.676528507416375,,,,171.0802001953125,,,,-160.12744140625
2020-11-06,2608.074951171875,2694.65185546875,2.183909813160747,,,,171.0802001953125,,,,-160.12744140625
2020-11-09,2629.579833984375,2702.702880859375,2.3616823186958356,,,,171.0802001953125,,,,-160.12744140625
2020-11-10,2625.681640625,2699.9580078125,2.1024798405307736,,,,171.0802001953125,,,,-160.12744140625
2020-11-11,2648.106201171875,2799.58544921875,-0.11851499502933364,2648.106201171875,,-14.803466796875,156.2767333984375,,2799.58544921875,-19.5322265625,-179.65966796875
2020-11-12,2643.1572265625,2823.051513671875,-0.8378763189727388,,,,156.2767333984375,,,,-179.65966796875
2020-11-13,2663.56689453125,2862.4814453125,-1.1963676879268963,2663.56689453125,,,156.2767333984375,,2862.4814453125,,-179.65966796875
2020-11-14,2664.57421875,2850.40576171875,-0.7561740645086902,,,,156.2767333984375,,,,-179.65966796875
2020-11-17,2667.42138671875,2773.19189453125,1.3714684941933846,,2667.42138671875,3.8544921875,160.1312255859375,2773.19189453125,,89.28955078125,-90.3701171875
2020-11-18,2661.070556640625,2729.004638671875,2.247571472999829,,2661.070556640625,,160.1312255859375,2729.004638671875,,,-90.3701171875
2020-11-19,2657.873291015625,2734.036376953125,1.8085521363261103,,,,160.1312255859375,,,,-90.3701171875
2020-11-20,2679.158935546875,2743.322021484375,1.9760535371765426,,,,160.1312255859375,,,,-90.3701171875
2020-11-23,2695.977294921875,2799.2197265625,0.762768406556435,,,,160.1312255859375,,,,-90.3701171875
2020-11-24,2711.70068359375,2812.393798828125,0.772214416227586,,,,160.1312255859375,,,,-90.3701171875
2020-11-25,2672.764404296875,2752.56201171875,1.216442174790687,,,,160.1312255859375,,,,-90.3701171875
2020-11-26,2741.045654296875,2767.017333984375,2.5903353232044926,,,,160.1312255859375,,,,-90.3701171875
2020-11-27,2779.894287109375,2844.13916015625,1.3407584633501264,,,,160.1312255859375,,,,-90.3701171875
2020-12-01,2841.298828125,2845.419921875,2.819541623203519,,,,160.1312255859375,,,,-90.3701171875
2020-12-02,2924.07666015625,2860.011474609375,4.363456347956338,,,,160.1312255859375,,,,-90.3701171875
2020-12-03,2885.753662109375,2872.49951171875,2.596912733439238,,,,160.1312255859375,,,,-90.3701171875
2020-12-04,2900.644775390625,2909.642578125,1.7643038608220842,,,,160.1312255859375,,,,-90.3701171875
2020-12-07,2907.7841796875,2903.787109375,1.9360417318521022,,,,160.1312255859375,,,,-90.3701171875
2020-12-08,2913.609130859375,2898.20654296875,2.0511037792502256,,,,160.1312255859375,,,,-90.3701171875
2020-12-09,2896.396240234375,2919.01953125,0.8632705982944074,,,,160.1312255859375,,,,-90.3701171875
2020-12-10,2882.643798828125,2922.3134765625,0.33858547802969713,2882.643798828125,,-221.5732421875,-61.4420166015625,,2922.3134765625,193.308837890625,102.938720703125
2020-12-11,2914.87890625,2914.079345703125,1.3586942133211266,,2914.87890625,,-61.4420166015625,2914.079345703125,,,102.938720703125
2020-12-14,2881.023681640625,2848.5302734375,2.075359146252778,,,,-61.4420166015625,,,,102.938720703125
2020-12-15,2865.825439453125,2847.341064453125,1.5044568591698106,,,,-61.4420166015625,,,,102.938720703125
2020-12-16,2893.724609375,2852.052490234375,1.9782980103106833,,,,-61.4420166015625,,,,102.938720703125
2020-12-17,2864.7744140625,2847.615234375,1.1377517428487276,,,,-61.4420166015625,,,,102.938720703125
2020-12-18,2932.310791015625,2868.3369140625,2.2663706021388035,,,,-61.4420166015625,,,,102.938720703125
